Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Detritus and decomposing,107.8293,114.0214,0.6531,163.4149,163.2358,162.7881,1684.5505,693.1244,842.3044,0.7254,2028,837,1278,7.3113,4.5070,1000.0000,7.3227,4.6792,1000.0000,0.1723,0.7163,0.8697,0.9079,1.1498,45.9520,1.0000,11.7172,13.1176,12.0489,44.8548,820.0630,1.0000,-85.0000,5.0000,0.0000,1.2656,1.0000,12.8963,12.8963,1308,46,38,157.8478,16.3215,1,51.5852,1.0011,0.9962,0.9973,1.1226,0.0000,0.0000,0.0000,35.6904,0.0000,0,0.0000,0.0000,52879.0000,0.9218,0.1068,81E0020F6A8B11ED8FA800301809E817,842.3044,1181.8619,9.0675
Detritus and decomposing,520.5393,541.5774,0.3116,162.5645,162.5279,162.4164,7291.8604,4849.0985,8933.9624,0.7254,2029,492,1544,7.1693,4.3823,1000.0000,7.1655,4.5537,1000.0000,0.1714,0.1324,0.5244,0.5474,1.9070,115.3886,0.9841,25.7443,35.1819,26.2594,85.8812,820.2820,3.7222,-85.0000,10.0000,0.0464,0.9556,0.2687,50.4796,13.5618,1309,90,49,151.2842,48.2391,1,128.0828,1.0002,0.9991,0.9993,1.1100,0.0000,0.0000,0.0000,39.1719,0.0000,0,0.0000,0.0000,190013.0000,0.7965,0.2683,81E0049A6A8B11ED8FA800301809E817,8933.9624,22801.1364,13.4199
Detritus and decomposing,80.2856,80.2856,0.9041,166.5094,166.9663,167.4607,1100.1858,522.0750,541.1533,0.7254,2031,847,1342,7.0816,4.3213,1000.0000,7.1445,4.5683,1000.0000,0.2470,0.8520,0.8814,0.9789,1.1346,38.7641,1.0000,10.1105,10.8206,10.1105,80.3396,821.5000,1.0000,-30.0000,10.0000,0.0000,1.0697,1.0000,11.1890,11.1890,1310,39,39,138.6217,11.9691,1,44.7561,0.9973,1.0057,1.0030,1.1546,0.0000,0.0000,0.0000,44.5693,0.0000,0,0.0000,0.0000,37012.0000,0.7706,0.0656,81E009B16A8B11ED8FA800301809E817,541.1533,663.3560,9.7929
Detritus and decomposing,82.2775,82.2775,0.9430,161.9779,161.8934,161.5331,1183.2212,558.3329,561.4165,0.7254,2032,486,1059,7.2525,4.4053,1000.0000,7.3044,4.6484,1000.0000,0.2431,0.8731,0.8554,0.9815,1.1691,39.5918,1.0000,10.2352,11.1228,10.2352,72.8947,821.6410,1.0000,-55.0000,-15.0000,0.0000,1.1074,1.0000,11.4637,11.4637,1311,39,39,122.3676,12.6945,1,45.8549,1.0005,0.9973,0.9978,1.1582,0.0000,0.0000,0.0000,18.2079,0.0000,0,0.0000,0.0000,33284.0000,0.8425,0.0798,81E00C966A8B11ED8FA800301809E817,561.4165,720.5116,9.7929
Detritus and decomposing,354.2178,363.8044,0.6895,146.4375,145.2868,144.2299,2604.8151,8229.0705,5014.9826,0.7254,2034,329,777,4.9012,3.7815,31.0000,5.6424,4.5672,31.0000,0.7858,0.2526,0.2552,0.6304,3.9190,104.8130,0.5962,21.2369,31.8370,21.5223,99.2796,822.2660,10.2141,-40.0000,80.0000,0.9551,0.5115,0.0979,70.2040,6.8733,60,67,71,113.2154,35.9073,3,154.1545,1.0079,0.9849,0.9927,1.4708,0.0000,0.0000,0.0000,32.9843,0.0000,0,0.0000,0.0000,101441.0000,0.0351,0.3330,81E013A36A8B11ED8FA800301809E817,5014.9826,16896.4332,27.9279
Detritus and decomposing,86.6799,86.6799,0.5582,158.4558,158.0565,157.3498,1357.9913,409.6632,607.0741,0.7254,2035,290,1247,4.3269,3.5437,41.0000,5.7281,4.4105,41.0000,0.8668,0.6431,0.8119,0.8330,1.2317,42.3734,1.0000,10.5054,11.9893,10.5054,66.9455,822.3910,1.0000,-30.0000,55.0000,0.0000,1.2390,1.0000,12.0024,12.0024,61,39,44,143.1095,14.8707,1,48.0097,1.0025,0.9930,0.9955,1.1330,0.0000,0.0000,0.0000,36.9284,0.0000,0,0.0000,0.0000,40500.0000,0.8019,0.1238,81E0175F6A8B11ED8FA800301809E817,607.0741,902.3493,7.6167
Detritus and decomposing,91.1091,91.1091,0.4483,156.8571,156.8776,156.7075,650.5525,490.2183,654.1938,0.7254,2036,375,733,3.3361,3.0237,32.0000,5.4608,4.1931,32.0000,1.1695,0.4311,0.4144,0.6340,2.4134,52.0417,0.8352,10.7705,15.0521,10.7705,94.8293,823.2350,5.3966,25.0000,-45.0000,0.4484,0.6904,0.1853,28.8943,5.3541,62,42,49,120.4218,19.9485,1,68.4969,0.9999,0.9990,0.9989,1.3162,0.0000,0.0000,0.0000,45.9247,0.0000,0,0.0000,0.0000,35404.0000,0.4878,0.2844,81E01A476A8B11ED8FA800301809E817,654.1938,1785.6058,7.6167
Detritus and decomposing,292.1305,310.6230,0.6431,152.7681,152.8261,152.8090,2955.9495,3930.4357,3756.0315,0.7254,2037,484,607,7.0142,4.2769,1000.0000,7.0601,4.5192,1000.0000,0.2423,0.4891,0.4213,0.8011,2.3734,82.6769,0.8502,19.2861,24.7845,19.8871,65.6296,824.4380,5.2665,-75.0000,20.0000,0.6027,0.6239,0.1899,47.0851,8.9405,1906,64,53,142.4190,29.3787,1,112.0511,0.9996,1.0003,0.9999,1.3553,0.0000,0.0000,0.0000,36.4528,0.0000,0,0.0000,0.0000,108096.0000,0.4849,0.2218,81E01CF66A8B11ED8FA800301809E817,3756.0315,7971.4827,18.4977
Detritus and decomposing,175.0305,175.0305,0.8034,155.1053,154.6862,154.2368,2068.6370,1707.6823,1741.9452,0.7254,2038,208,1447,5.4435,4.1805,52.0000,5.3837,4.1949,52.0000,0.0144,0.6341,0.6376,0.9157,1.5683,57.7696,0.9401,14.9284,16.8656,14.9284,36.8471,824.6250,2.5320,-85.0000,40.0000,0.4435,0.6927,0.3950,25.6549,10.1324,1907,48,48,119.7004,17.7723,1,71.5745,1.0027,0.9944,0.9971,1.2390,0.0000,0.0000,0.0000,15.5371,0.0000,0,0.0000,0.0000,59132.0000,0.5164,0.1149,81E01F946A8B11ED8FA800301809E817,1741.9452,2511.8873,14.8707
Detritus and decomposing,722.2665,1027.9742,0.6554,157.7387,157.8884,158.1063,23224.1203,20228.3959,14601.9221,0.7254,2039,268,1358,7.0457,4.3195,1000.0000,7.1644,4.6023,1000.0000,0.2828,0.5871,0.6881,0.8984,1.4533,129.0838,0.9789,30.3252,39.5746,36.1781,58.9218,825.2500,2.0862,-40.0000,50.0000,0.0311,0.9698,0.4793,50.4877,24.2009,1312,76,80,150.2191,48.9645,1,149.3772,0.9991,1.0023,1.0014,1.1572,0.0000,0.0000,0.0000,26.2918,0.0000,0,0.0000,0.0000,252969.0000,0.6845,0.2337,81E022296A8B11ED8FA800301809E817,14601.9221,32452.5049,30.8295
Detritus and decomposing,423.0394,438.7419,0.7780,152.0134,151.4293,150.7572,5641.7323,6929.3487,6545.3814,0.7254,2040,785,525,5.7329,3.9116,110.0000,5.8450,4.4040,110.0000,0.4924,0.5718,0.5381,0.8886,1.8584,98.5902,0.7695,23.2084,29.8623,23.6352,41.5319,825.7820,3.5571,10.0000,75.0000,0.3622,0.7341,0.2811,44.9609,12.6399,157,62,70,116.8920,33.0057,2,115.2016,1.0039,0.9917,0.9956,1.1685,0.0000,0.0000,0.0000,17.8212,0.0000,0,0.0000,0.0000,122269.0000,0.5451,0.2228,81E024C76A8B11ED8FA800301809E817,6545.3814,13943.3903,25.7517
Detritus and decomposing,89.0926,89.0926,0.7647,156.1765,156.4394,156.7128,1038.9500,567.6453,632.5961,0.7254,2041,840,363,7.1771,4.3875,1000.0000,7.2518,4.6023,1000.0000,0.2149,0.7450,0.6970,0.9279,1.4347,43.6441,0.9731,10.6506,12.2915,10.6506,91.0328,826.6570,2.0098,-70.0000,45.0000,0.1756,0.8506,0.4976,17.4824,8.6986,1313,43,40,103.0969,14.8707,1,52.3621,0.9983,1.0034,1.0017,1.1998,0.0000,0.0000,0.0000,43.2771,0.0000,0,0.0000,0.0000,29795.0000,0.5997,0.1335,81E027596A8B11ED8FA800301809E817,632.5961,972.3291,9.0675
Detritus and decomposing,303.3968,303.3968,0.8554,153.2806,152.6161,152.1237,2841.3896,4325.3740,3975.3952,0.7254,2042,186,784,6.2528,4.0978,308.0000,6.4694,4.6585,308.0000,0.5607,0.6463,0.4161,0.8928,2.4035,80.4454,0.8385,19.6544,24.0591,19.6544,87.2687,827.1570,5.3645,70.0000,-45.0000,0.7294,0.5782,0.1864,47.0437,8.7694,1938,61,57,107.2628,27.2025,1,111.6262,1.0044,0.9925,0.9968,1.3876,0.0000,0.0000,0.0000,33.0443,0.0000,0,0.0000,0.0000,84094.0000,0.6465,0.1831,81E029E46A8B11ED8FA800301809E817,3975.3952,7291.8337,21.3993
Detritus and decomposing,570.1676,581.9076,0.5358,158.1043,157.4104,156.7386,11912.7197,7671.2407,10241.5952,0.7254,2043,478,1154,7.0370,4.2711,1000.0000,7.2404,4.6430,1000.0000,0.3719,0.4673,0.7337,0.8083,1.3629,101.9279,1.0000,26.9436,30.8698,27.2196,68.6541,827.6250,1.6899,65.0000,-25.0000,0.0000,1.1464,0.5918,35.1190,20.7821,158,77,57,140.7394,40.2597,1,111.8022,1.0044,0.9914,0.9957,1.0969,0.0000,0.0000,0.0000,39.1688,0.0000,0,0.0000,0.0000,191687.0000,0.6946,0.1272,81E02C726A8B11ED8FA800301809E817,10241.5952,15402.8140,20.6739
Detritus and decomposing,93.5357,93.5357,0.4430,160.8767,160.5600,160.0267,641.1218,434.3753,680.5029,0.7254,2045,773,1400,3.5249,2.9827,34.0000,5.6425,4.5874,34.0000,1.6047,0.4894,0.3891,0.6770,2.5698,51.0798,0.8403,10.9130,14.7901,10.9130,31.5116,828.5160,5.9037,65.0000,-10.0000,0.5881,0.6297,0.1694,30.5283,5.1710,63,50,37,133.6500,19.2231,1,71.3985,1.0020,0.9947,0.9967,1.3978,0.0000,0.0000,0.0000,11.4543,0.0000,0,0.0000,0.0000,40095.0000,0.5812,0.2621,81E0319F6A8B11ED8FA800301809E817,680.5029,1693.9943,7.6167
Detritus and decomposing,111.5401,111.5401,0.7694,153.2122,150.7238,148.8547,937.8826,1474.3297,886.1565,0.7254,2046,366,1748,7.1463,4.3301,1000.0000,7.2341,4.5856,1000.0000,0.2555,0.4774,0.4909,0.6731,2.0371,57.2613,0.7304,11.9171,16.7044,11.9171,123.6296,828.7040,4.1593,5.0000,-75.0000,0.4834,0.6741,0.2404,27.4390,6.5970,1314,45,49,88.8198,18.4977,2,68.0720,1.0165,0.9716,0.9876,1.1888,0.0000,0.0000,0.0000,38.5712,0.0000,0,0.0000,0.0000,30554.0000,0.3264,0.2866,81E0342A6A8B11ED8FA800301809E817,886.1565,2440.5481,14.1453
Detritus and decomposing,322.8439,322.8439,0.2848,163.0145,163.2467,163.5006,3094.0031,1998.8839,4363.6783,0.7254,2047,938,635,4.1168,3.3833,32.0000,5.4295,4.3546,32.0000,0.9713,0.1427,0.4190,0.5056,2.3869,96.3067,0.9297,20.2746,29.1772,20.2746,89.6294,828.7350,5.3103,-90.0000,0.0000,0.1328,0.8828,0.1883,48.0718,9.0525,64,83,40,100.2854,42.4359,1,114.2487,0.9986,1.0030,1.0016,1.1863,0.0000,0.0000,0.0000,52.0194,0.0000,0,0.0000,0.0000,82936.0000,0.7236,0.3051,81E036BB6A8B11ED8FA800301809E817,4363.6783,13005.5720,11.2437
Detritus and decomposing,93.5357,93.5357,0.7493,160.0367,159.2967,158.3800,606.7804,749.9184,680.5029,0.7254,2049,1021,1362,7.1047,4.3192,1000.0000,7.2403,4.6244,1000.0000,0.3052,0.5342,0.3593,0.8249,2.7829,47.7728,0.8380,10.9130,13.7624,10.9130,47.8667,830.8130,6.5909,55.0000,-45.0000,0.8922,0.5285,0.1517,32.2560,4.8940,1315,46,41,157.7567,17.0469,1,74.3001,1.0046,0.9896,0.9942,1.5553,0.0000,0.0000,0.0000,29.1004,0.0000,0,0.0000,0.0000,47327.0000,0.4085,0.2070,81E03BF56A8B11ED8FA800301809E817,680.5029,1364.8530,11.2437
Detritus and decomposing,206.7885,206.7885,0.1550,159.0829,159.0459,159.2751,1483.9727,520.8147,2236.9345,0.7254,2051,833,453,7.0947,4.3439,1000.0000,7.1684,4.6089,1000.0000,0.2650,0.0000,0.3281,0.2896,3.0475,97.6768,0.9280,16.2263,29.5802,16.2263,139.5766,831.6570,7.4395,-90.0000,-5.0000,0.0561,0.9469,0.1344,47.1130,6.3328,1316,86,34,78.1041,44.6121,1,106.8916,1.0002,1.0012,1.0014,1.0943,0.0000,0.0000,0.0000,30.3357,0.0000,0,0.0000,0.0000,44285.0000,0.5772,0.4514,81E041156A8B11ED8FA800301809E817,2236.9345,13551.9547,5.4405
Detritus and decomposing,107.0066,107.0066,0.8021,154.8739,155.6096,155.7868,1413.5026,770.5704,832.6824,0.7254,2052,169,583,4.3668,3.3983,31.0000,5.5432,4.3569,31.0000,0.9586,0.7761,0.7369,0.9414,1.3570,45.5090,0.9794,11.6724,12.9363,11.6724,89.6308,831.8750,1.6611,-60.0000,45.0000,0.2061,0.8291,0.6020,17.0605,10.2709,65,41,42,104.5676,14.1453,1,54.6628,0.9953,1.0059,1.0011,1.2011,0.0000,0.0000,0.0000,52.1175,0.0000,0,0.0000,0.0000,34821.0000,0.7996,0.0977,81E043A66A8B11ED8FA800301809E817,832.6824,1133.5191,11.2437
Detritus and decomposing,372.9500,405.0719,0.8145,152.9776,153.2999,153.3981,3885.4297,6455.4287,5418.0095,0.7254,2056,493,754,0.0000,0.0000,2.0000,4.4200,4.3018,2.0000,0.0000,0.4343,0.3811,0.8865,2.6241,85.9072,0.9320,21.7912,25.7920,22.7102,49.7012,833.0320,6.0793,30.0000,-90.0000,0.8854,0.5304,0.1645,56.7571,9.3361,1317,55,62,137.6980,30.1041,1,132.1863,0.9979,1.0027,1.0006,1.5387,0.0000,0.0000,0.0000,33.9962,0.0000,0,0.0000,0.0000,129023.0000,0.3276,0.1551,81E04DFF6A8B11ED8FA800301809E817,5418.0095,8983.6678,22.1247
Detritus and decomposing,198.4793,202.4116,0.5407,162.5055,162.7208,162.8193,2698.5390,1516.8604,2103.4714,0.7254,2057,306,1795,0.3010,0.3010,3.0000,4.3191,4.0549,3.0000,3.7539,0.5540,0.6827,0.8144,1.4648,63.2856,0.9687,15.8969,18.7395,16.0536,101.7727,833.4690,2.1328,-50.0000,45.0000,0.0289,0.9719,0.4689,25.0024,11.7227,66,50,51,118.4982,24.3009,1,73.4503,0.9987,1.0019,1.0006,1.1606,0.0000,0.0000,0.0000,34.2418,0.0000,0,0.0000,0.0000,64937.0000,0.7116,0.1517,81E0508E6A8B11ED8FA800301809E817,2103.4714,3445.6616,12.6945
Detritus and decomposing,102.0847,102.0847,0.6744,158.8536,158.5234,158.0717,1265.9576,643.7840,775.8986,0.7254,2058,1011,665,0.0000,0.0000,1.0000,3.5333,3.5333,1.0000,0.0000,0.6979,0.7150,0.8862,1.3987,46.1252,0.9907,11.4008,13.1781,11.4008,51.7424,833.7040,1.8549,-90.0000,0.0000,0.1349,0.8811,0.5391,17.7007,9.5427,1908,46,38,128.3769,15.5961,1,54.4868,1.0021,0.9951,0.9972,1.1813,0.0000,0.0000,0.0000,24.8199,0.0000,0,0.0000,0.0000,41209.0000,0.6126,0.1349,81E053B36A8B11ED8FA800301809E817,775.8986,1198.2764,9.7929
Detritus and decomposing,87.0815,87.0815,0.7047,163.1338,163.6162,163.7500,1139.0628,506.2519,611.2977,0.7254,2059,740,1035,4.3936,3.4895,42.0000,5.6834,4.4200,42.0000,0.9304,0.7479,0.7450,0.9140,1.3423,42.6688,1.0000,10.5297,12.0900,10.5297,60.4127,834.0470,1.5867,-70.0000,0.0000,0.0000,1.0128,0.6302,15.3989,9.7047,67,44,37,146.3697,15.5961,1,50.2073,0.9971,1.0038,1.0008,1.1767,0.0000,0.0000,0.0000,34.9502,0.0000,0,0.0000,0.0000,41569.0000,0.7791,0.1291,81E056D16A8B11ED8FA800301809E817,611.2977,925.2893,9.0675
Detritus and decomposing,856.7934,951.3547,0.9093,157.4842,157.3143,157.1328,27394.5919,21576.3347,18865.9206,0.7254,2060,843,1785,5.0905,3.8555,34.0000,4.3149,3.7553,34.0000,-0.1002,0.8116,0.8374,0.9778,1.1942,120.3152,0.9970,33.0288,36.7939,34.8038,62.7697,834.2190,1.0000,-85.0000,25.0000,0.0000,1.2100,1.0000,32.6732,32.6732,1318,78,73,147.0132,39.5343,1,130.6928,1.0011,0.9978,0.9988,1.0863,0.0000,0.0000,0.0000,33.4635,0.0000,0,0.0000,0.0000,289028.0000,0.7806,0.1023,81E059D66A8B11ED8FA800301809E817,18865.9206,26081.1114,33.7311
Detritus and decomposing,349.2031,356.0425,0.7627,146.0565,146.4034,146.5864,1254.5146,17769.6787,4908.8638,0.7254,2061,954,104,5.0905,3.8555,34.0000,4.3149,3.7553,34.0000,-0.1002,0.1665,0.0720,0.4176,13.8960,110.4435,0.5010,21.0860,33.6304,21.2915,62.7405,834.2190,41.6314,55.0000,-25.0000,2.6181,0.2764,0.0240,140.4137,3.3728,1319,78,65,127.7537,38.8089,3,287.5729,0.9976,1.0036,1.0013,2.6038,0.0000,0.0000,0.0000,30.7437,0.0000,0,0.0000,0.0000,113062.0000,0.4013,0.3730,81E05CEF6A8B11ED8FA800301809E817,4908.8638,19915.5720,26.4771
Detritus and decomposing,2289.0121,3383.2578,0.9481,146.7108,146.4667,146.0871,123503.3801,154048.8740,82382.6821,0.7254,2062,670,378,3.6647,3.6647,1.0000,4.2181,4.2181,1.0000,0.5534,0.6951,0.6870,0.9565,1.4556,228.8386,0.9362,53.9857,71.3713,65.6331,54.3709,834.7040,2.0956,75.0000,-50.0000,0.1550,0.8658,0.4772,88.3896,42.1788,159,129,125,142.1451,76.5297,1,261.1367,1.0017,0.9957,0.9974,1.1411,0.0000,0.0000,0.0000,29.7012,0.0000,0,0.0000,0.0000,695374.0000,0.7345,0.2436,81E05FFD6A8B11ED8FA800301809E817,82382.6821,190357.2597,65.6487
Detritus and decomposing,220.8456,234.0909,0.4823,163.6845,163.3756,163.0083,1721.9796,2208.6451,2468.8626,0.7254,2063,700,1356,4.3528,3.4618,62.0000,5.6691,4.3310,62.0000,0.8692,0.3072,0.3247,0.6709,3.0798,77.8691,0.8359,16.7687,23.2934,17.2642,42.3030,835.0160,7.5429,60.0000,-30.0000,0.6207,0.6170,0.1326,49.9659,6.6242,68,62,54,150.3306,30.8295,1,113.1801,1.0019,0.9959,0.9978,1.4535,0.0000,0.0000,0.0000,23.9085,0.0000,0,0.0000,0.0000,90048.0000,0.4154,0.2801,81E0637C6A8B11ED8FA800301809E817,2468.8626,6617.5507,12.6945
Detritus and decomposing,799.8950,1019.7704,0.6880,155.1548,154.4857,153.8132,14768.2345,21148.3213,17018.1864,0.7254,2064,573,1729,5.8765,4.1238,114.0000,6.2490,4.7233,114.0000,0.5995,0.5693,0.4336,0.8993,2.3061,132.2552,0.9321,31.9133,40.6224,36.0335,82.4144,835.4850,5.0466,-75.0000,25.0000,0.5745,0.6351,0.1982,78.2372,15.5029,160,89,75,135.0677,49.6899,1,187.4802,1.0043,0.9914,0.9956,1.4176,0.0000,0.0000,0.0000,33.1091,0.0000,0,0.0000,0.0000,249470.0000,0.6257,0.2144,81E066816A8B11ED8FA800301809E817,17018.1864,35099.0496,30.8295
Detritus and decomposing,166.8441,166.8441,0.4977,158.6442,157.4905,156.4042,2019.2831,1105.6435,1621.1762,0.7254,2065,1016,1666,4.7979,3.8098,32.0000,5.5399,4.3574,32.0000,0.5477,0.4926,0.6565,0.7578,1.5233,60.5619,0.9804,14.5751,17.7925,14.5751,114.3529,835.5470,2.3623,10.0000,-90.0000,0.0307,0.9702,0.4233,24.2991,10.2863,161,39,56,99.5116,23.5755,1,69.1708,1.0073,0.9859,0.9931,1.1422,0.0000,0.0000,0.0000,36.4337,0.0000,0,0.0000,0.0000,47268.0000,0.6440,0.1808,81E069996A8B11ED8FA800301809E817,1621.1762,2949.2113,10.5183
Detritus and decomposing,346.0145,376.6124,0.5273,154.6560,153.9897,153.3075,5338.8072,4419.7795,4841.7813,0.7254,2066,324,732,7.2147,4.3875,1000.0000,7.3027,4.6939,1000.0000,0.3064,0.4048,0.6237,0.7461,1.6033,88.2959,0.9408,20.9895,26.5778,21.8979,46.5041,836.4070,2.6610,-85.0000,10.0000,0.0557,0.9472,0.3758,36.3764,13.6700,1320,71,50,120.6526,34.4565,1,100.0927,1.0043,0.9913,0.9956,1.1336,0.0000,0.0000,0.0000,15.6634,0.0000,0,0.0000,0.0000,105933.0000,0.4950,0.2103,81E06CAE6A8B11ED8FA800301809E817,4841.7813,9830.1051,16.3215
Detritus and decomposing,116.5085,116.5085,0.5131,159.3090,158.7135,158.5056,286.5101,42007.5305,946.0195,0.7254,2067,739,990,7.1336,4.3570,1000.0000,7.2315,4.6303,1000.0000,0.2733,0.2497,0.0611,0.0716,16.3671,143.5286,0.1292,12.1796,44.2293,12.1796,27.1435,836.4540,49.3987,60.0000,0.0000,0.7800,0.5618,0.0202,96.1967,1.9474,1321,103,77,158.0562,54.0423,10,196.2881,1.0038,0.9950,0.9987,1.3676,0.0000,0.0000,0.0000,22.8266,0.0000,0,0.0000,0.0000,56268.0000,0.5479,0.7246,81E06FD06A8B11ED8FA800301809E817,946.0195,45303.0402,34.4565
Detritus and decomposing,416.5839,437.3550,0.4453,162.1124,161.8052,161.4486,6332.3603,4495.7847,6396.1345,0.7254,2068,624,1232,7.4950,4.5871,1000.0000,7.5630,4.7788,1000.0000,0.1917,0.3516,0.6092,0.7116,1.6416,95.4219,0.9390,23.0307,28.8750,23.5978,81.4231,836.5940,2.8000,-85.0000,5.0000,0.0076,0.9924,0.3571,39.8351,14.2267,1322,78,49,129.5727,39.5343,1,108.1236,1.0019,0.9959,0.9978,1.1331,0.0000,0.0000,0.0000,32.5383,0.0000,0,0.0000,0.0000,133719.0000,0.7009,0.2024,81E072D56A8B11ED8FA800301809E817,6396.1345,12605.5658,17.0469
Detritus and decomposing,321.4844,325.5641,0.8518,140.9345,140.1335,139.1978,2772.4827,5975.2913,4336.1441,0.7254,2069,219,247,7.4950,4.5871,1000.0000,7.5630,4.7788,1000.0000,0.1917,0.2857,0.3527,0.7853,2.8350,82.4674,0.8280,20.2318,24.8248,20.3598,45.4898,836.5940,6.7584,20.0000,-45.0000,1.0008,0.4998,0.1480,54.4279,8.0534,1323,58,60,110.5073,27.2025,1,124.9625,1.0057,0.9877,0.9933,1.5153,0.0000,0.0000,0.0000,19.1619,0.0000,0,0.0000,0.0000,91058.0000,0.0717,0.1850,81E075F06A8B11ED8FA800301809E817,4336.1441,8010.4312,22.8501
Detritus and decomposing,105.7737,114.4355,0.5820,161.4697,161.4848,161.4758,1006.4216,742.6011,818.3337,0.7254,2071,383,1769,7.0795,4.3410,1000.0000,7.2246,4.6389,1000.0000,0.2980,0.5280,0.5152,0.7981,1.9410,50.2654,0.9486,11.6050,14.4677,12.0708,59.1566,836.8600,3.8371,-75.0000,10.0000,0.4392,0.6948,0.2606,26.6216,6.9379,1324,48,38,128.0909,18.4977,1,67.1190,0.9999,1.0000,0.9999,1.3353,0.0000,0.0000,0.0000,15.6917,0.0000,0,0.0000,0.0000,42270.0000,0.4103,0.1979,81E07C076A8B11ED8FA800301809E817,818.3337,1585.6127,8.3421
Detritus and decomposing,145.9065,152.7140,0.8552,158.2817,157.7629,157.1878,2139.5430,1295.8672,1325.7933,0.7254,2073,252,1274,7.2612,4.3892,1000.0000,7.3531,4.6254,1000.0000,0.2362,0.8669,0.9365,0.9837,1.0678,50.5561,1.0000,13.6299,14.6289,13.9442,40.7231,838.6880,1.0000,60.0000,0.0000,0.0000,1.1686,1.0000,13.9662,13.9662,1325,46,42,123.6150,16.3215,1,55.8646,1.0033,0.9931,0.9964,1.1050,0.0000,0.0000,0.0000,12.5841,0.0000,0,0.0000,0.0000,52660.0000,0.8801,0.0683,81E0828E6A8B11ED8FA800301809E817,1325.7933,1639.2064,12.6945
Detritus and decomposing,313.3359,360.1504,0.2219,163.4107,163.7705,163.7804,3162.1370,2173.6317,4172.3336,0.7254,2074,406,1739,4.8632,3.8440,55.0000,5.7992,4.3558,55.0000,0.5118,0.0000,0.3530,0.3831,2.8327,114.4453,0.8386,19.9738,34.9200,21.4140,98.6437,838.7350,6.7511,75.0000,-5.0000,0.1436,0.8744,0.1481,56.8260,8.4173,1808,92,45,121.2208,49.6899,1,130.4866,0.9978,1.0023,1.0001,1.1402,0.0000,0.0000,0.0000,32.3035,0.0000,0,0.0000,0.0000,97704.0000,0.5588,0.4280,81E0859D6A8B11ED8FA800301809E817,4172.3336,22295.6153,12.6945
Detritus and decomposing,221.7267,232.3213,0.4417,146.5374,146.4010,146.1864,1506.6097,2021.9050,2483.6517,0.7254,2075,563,232,7.0062,4.3080,1000.0000,7.1197,4.6013,1000.0000,0.2934,0.2817,0.2669,0.6384,3.7466,78.9357,0.7911,16.8021,23.5957,17.1989,55.4800,839.2350,9.6668,-65.0000,35.0000,0.7869,0.5596,0.1034,56.3845,5.8328,1909,63,54,121.2912,31.5549,1,124.4345,1.0009,0.9976,0.9985,1.5764,0.0000,0.0000,0.0000,15.8123,0.0000,0,0.0000,0.0000,72896.0000,0.1436,0.2879,81E089966A8B11ED8FA800301809E817,2483.6517,6878.5114,12.6945
Detritus and decomposing,101.6757,120.6660,0.5687,156.9563,156.4531,155.6687,1226.5334,788.9918,771.2405,0.7254,2076,839,827,7.0794,4.3154,1000.0000,7.2190,4.6034,1000.0000,0.2880,0.5039,0.5961,0.7902,1.6776,50.4071,0.9254,11.3779,14.4878,12.3950,35.7733,839.8600,2.9291,20.0000,-75.0000,0.3364,0.7483,0.3414,23.7511,8.1087,1326,42,47,136.8250,17.7723,1,63.7196,1.0032,0.9918,0.9950,1.2641,0.0000,0.0000,0.0000,14.9539,0.0000,0,0.0000,0.0000,43784.0000,0.3042,0.2147,81E08CB16A8B11ED8FA800301809E817,771.2405,1592.2470,10.5183
Detritus and decomposing,130.7042,130.7042,0.9771,155.5051,154.7590,153.9949,431.9677,3133.1963,1124.0817,0.7254,2078,214,1331,7.1405,4.3515,1000.0000,7.2304,4.5743,1000.0000,0.2228,0.4489,0.1026,0.5650,9.7424,66.6546,0.5727,12.9003,19.6664,12.9003,27.9948,840.3290,28.5717,-90.0000,10.0000,2.4610,0.2889,0.0350,76.5734,2.6800,1327,56,50,136.3385,22.1247,2,158.5069,1.0048,0.9903,0.9951,2.3780,0.0000,0.0000,0.0000,8.3025,0.0000,0,0.0000,0.0000,53172.0000,0.3495,0.3440,81E092C56A8B11ED8FA800301809E817,1124.0817,3982.6599,17.0469
