Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Diatoms,196.2975,196.2975,0.0706,157.6611,157.5635,157.3039,580.6045,582.1823,2068.8834,0.7254,1757,661,701,7.5194,4.6796,1000.0000,7.5712,4.8092,1000.0000,0.1296,0.0000,0.0703,0.0796,14.2314,165.7879,0.5135,15.8093,51.3019,15.8093,49.8478,696.4540,42.6858,-75.0000,20.0000,0.3778,0.7258,0.0234,110.4382,2.5872,430,130,60,148.2615,80.1567,1,226.0509,1.0006,0.9977,0.9984,1.3635,0.0000,0.0000,0.0000,23.5686,0.0000,0,0.0000,0.0000,80506.0000,0.4869,0.6918,9177FE596A8A11ED8FA800301809E817,2068.8834,70696.6723,6.1659
Diatoms,85.8775,85.8775,0.9112,151.9466,152.5160,152.9146,1343.1101,596.8910,598.6632,0.7254,1761,575,226,7.4979,4.6075,1000.0000,7.5481,4.8553,1000.0000,0.2478,0.8305,0.8121,0.9662,1.2314,41.1082,1.0000,10.4567,11.5862,10.4567,85.9821,697.9850,1.0000,-15.0000,-65.0000,0.0000,1.1222,1.0000,11.9584,11.9584,431,39,42,110.9502,13.4199,1,47.8337,0.9963,1.0064,1.0026,1.1636,0.0000,0.0000,0.0000,41.3383,0.0000,0,0.0000,0.0000,31177.0000,0.7881,0.0975,917809B06A8A11ED8FA800301809E817,598.6632,814.3804,9.7929
Diatoms,286.7338,290.7807,0.0573,156.9652,157.0094,156.9826,1163.5139,394.7364,3652.4314,0.7254,1767,221,910,5.1996,4.0169,60.0000,5.9105,4.4122,60.0000,0.3954,0.0000,0.1023,0.1046,9.7787,185.5220,0.8438,19.1071,57.5686,19.2415,64.6370,700.9850,28.6858,-80.0000,20.0000,0.2021,0.8318,0.0349,106.8248,3.7240,717,142,63,130.6934,88.8615,1,221.0975,0.9997,1.0001,0.9998,1.1918,0.0000,0.0000,0.0000,20.5573,0.0000,0,0.0000,0.0000,97628.0000,0.4514,0.6681,91781B216A8A11ED8FA800301809E817,3652.4314,99897.4713,3.9897
Diatoms,85.0759,85.0759,0.8525,152.8136,153.3692,153.9821,1349.2608,550.2946,590.3009,0.7254,1768,107,578,5.9466,4.0784,137.0000,6.1567,4.3852,137.0000,0.3068,0.8369,0.8039,0.9684,1.2440,40.4544,1.0000,10.4078,11.3848,10.4078,105.8136,702.0630,1.0000,5.0000,60.0000,0.0000,1.0599,1.0000,11.9766,11.9766,432,39,41,98.9032,12.6945,1,47.9066,0.9964,1.0076,1.0040,1.1842,0.0000,0.0000,0.0000,50.0472,0.0000,0,0.0000,0.0000,27594.0000,0.6899,0.0858,91781DEF6A8A11ED8FA800301809E817,590.3009,772.6256,9.7929
Diatoms,149.3065,149.3065,0.1690,157.2558,157.1290,157.0484,552.2370,4271.4253,1372.4043,0.7254,1769,526,885,7.5639,4.6707,1000.0000,7.6209,4.8377,1000.0000,0.1669,0.0000,0.1202,0.0878,8.3184,147.3943,0.3387,13.7878,45.4584,13.7878,64.0870,703.1720,24.0915,20.0000,-70.0000,0.0707,0.9340,0.0415,74.1744,3.0789,433,62,113,137.9977,69.2757,2,154.5065,1.0008,0.9987,0.9995,1.0483,0.0000,0.0000,0.0000,24.0762,0.0000,0,0.0000,0.0000,59891.0000,0.2414,0.6967,9178214E6A8A11ED8FA800301809E817,1372.4043,49185.9495,12.6945
Diatoms,153.9937,153.9937,0.3526,161.5303,161.9056,162.4427,811.5666,1149.2250,1437.5341,0.7254,1771,970,803,7.4548,4.5839,1000.0000,7.5078,4.7497,1000.0000,0.1659,0.2031,0.2227,0.4741,4.4907,70.2037,0.7319,14.0025,20.8956,14.0025,59.7410,703.5160,12.0248,-80.0000,20.0000,0.9000,0.5263,0.0832,53.0635,4.4129,434,61,46,125.0045,27.9279,2,114.9527,0.9977,1.0056,1.0033,1.6374,0.0000,0.0000,0.0000,23.1643,0.0000,0,0.0000,0.0000,55627.0000,0.2142,0.3299,917827116A8A11ED8FA800301809E817,1437.5341,4777.0528,11.2437
Diatoms,100.0416,122.3333,0.4281,156.2089,156.0918,156.0981,997.3498,793.4720,752.7227,0.7254,1774,707,621,7.5640,4.6614,1000.0000,7.5967,4.7897,1000.0000,0.1284,0.3527,0.4623,0.5971,2.1630,61.1966,0.8665,11.2861,18.0141,12.4804,65.3043,705.5470,4.5767,80.0000,0.0000,0.1928,0.8384,0.2185,29.8508,6.5223,435,58,37,141.1741,25.0263,1,72.7462,1.0008,0.9993,1.0000,1.1887,0.0000,0.0000,0.0000,28.9227,0.0000,0,0.0000,0.0000,44611.0000,0.4101,0.3735,91782F996A8A11ED8FA800301809E817,752.7227,3060.8097,9.0675
Diatoms,262.9891,262.9891,0.1192,159.6455,159.3372,159.1196,1240.7873,703.4485,3208.2671,0.7254,1776,1025,615,7.5046,4.6272,1000.0000,7.5580,4.7469,1000.0000,0.1197,0.0000,0.1457,0.2095,6.8642,153.4848,0.8366,18.2989,47.2518,18.2989,52.6061,707.5000,19.5132,-90.0000,0.0000,0.1353,0.8808,0.0512,84.4154,4.3261,436,127,32,134.6196,74.3535,1,177.4829,1.0019,0.9967,0.9986,1.1564,0.0000,0.0000,0.0000,31.4257,0.0000,0,0.0000,0.0000,93426.0000,0.4259,0.6127,917835406A8A11ED8FA800301809E817,3208.2671,55239.8276,5.4405
Diatoms,290.3308,290.3308,0.1137,165.3152,165.0079,164.8000,1587.2346,725.5933,3721.3753,0.7254,1777,1028,1628,7.3736,4.4950,1000.0000,7.4574,4.7214,1000.0000,0.2263,0.0000,0.1804,0.2093,5.5445,154.1746,0.8769,19.2266,47.5742,19.2266,56.6438,707.5470,15.3534,-90.0000,0.0000,0.0504,0.9520,0.0651,78.1003,5.0869,437,127,32,141.0212,74.3535,1,166.3744,1.0019,0.9969,0.9987,1.0791,0.0000,0.0000,0.0000,34.3042,0.0000,0,0.0000,0.0000,106471.0000,0.7411,0.5959,9178381B6A8A11ED8FA800301809E817,3721.3753,56378.2687,5.4405
Diatoms,104.9527,104.9527,0.4281,163.7896,163.9878,164.1341,1246.0193,449.4768,808.8243,0.7254,1780,478,1655,7.3536,4.4785,1000.0000,7.4243,4.7013,1000.0000,0.2228,0.4817,0.6932,0.7008,1.4427,49.3661,1.0000,11.5598,14.1251,11.5598,106.2353,708.5470,2.0428,-65.0000,20.0000,0.0151,0.9851,0.4895,18.7769,9.1919,438,48,39,121.7866,18.4977,1,55.9376,0.9988,1.0021,1.0009,1.1331,0.0000,0.0000,0.0000,17.4282,0.0000,0,0.0000,0.0000,39946.0000,0.8572,0.1816,917840A06A8A11ED8FA800301809E817,808.8243,1475.6312,6.8913
Diatoms,112.7800,133.6471,0.6880,164.7550,164.6945,163.5447,2156.3401,959.4337,900.9737,0.7254,1781,851,1815,7.5885,4.6756,1000.0000,7.6330,4.8188,1000.0000,0.1431,0.7062,0.8368,0.9055,1.1950,50.4954,1.0000,11.9832,14.5080,13.0447,47.5211,709.3130,1.0000,-75.0000,0.0000,0.0000,1.2174,1.0000,14.0026,14.0026,439,46,37,129.7205,17.0469,1,56.0105,1.0004,0.9927,0.9930,1.1092,0.0000,0.0000,0.0000,20.0939,0.0000,0,0.0000,0.0000,45013.0000,0.7358,0.1740,9178437F6A8A11ED8FA800301809E817,900.9737,1598.8999,9.0675
Diatoms,982.6469,1178.0204,0.0772,160.6279,160.6436,160.7410,8240.4580,7047.9036,23171.8132,0.7254,1782,840,795,7.3419,4.4905,1000.0000,7.4076,4.7862,1000.0000,0.2957,0.0000,0.1200,0.1342,8.3314,330.1281,0.7728,35.3715,103.5911,38.7286,55.5165,710.5630,24.1324,80.0000,-5.0000,0.1430,0.8749,0.0414,182.8187,7.5757,440,245,55,136.0072,159.9507,2,380.7886,0.9999,1.0007,1.0006,1.1535,0.0000,0.0000,0.0000,24.5677,0.0000,0,0.0000,0.0000,303024.0000,0.2702,0.6585,917846B76A8A11ED8FA800301809E817,23171.8132,582058.4324,11.2437
Diatoms,135.3316,135.3316,0.5781,160.8304,161.1870,161.3815,733.5456,1249.5145,1184.3031,0.7254,1792,1035,616,7.3050,4.4660,1000.0000,7.3361,4.6021,1000.0000,0.1360,0.4527,0.2442,0.6911,4.0944,65.8299,0.6774,13.1267,19.5455,13.1267,66.8480,714.8440,10.7702,-65.0000,15.0000,0.9617,0.5098,0.0928,47.6718,4.4263,441,55,43,127.0948,24.3009,1,104.1962,0.9978,1.0034,1.0012,1.5828,0.0000,0.0000,0.0000,26.0569,0.0000,0,0.0000,0.0000,50965.0000,0.3060,0.3284,917864856A8A11ED8FA800301809E817,1184.3031,3909.6599,11.9691
Diatoms,838.1265,927.7943,0.4527,151.9019,151.8469,151.9071,3796.8495,54903.2613,18252.7436,0.7254,1794,205,807,7.3773,4.5544,1000.0000,7.4118,4.7282,1000.0000,0.1738,0.0000,0.0516,0.3186,19.3904,235.8084,0.3204,32.6670,73.5274,34.3701,64.2998,714.9070,58.8997,5.0000,-75.0000,1.9042,0.3443,0.0170,255.9686,4.3458,442,102,145,146.0690,88.1361,6,520.6288,1.0004,1.0000,1.0004,2.2078,0.0000,0.0000,0.0000,31.6583,0.0000,0,0.0000,0.0000,281475.0000,0.2567,0.5557,91786AC66A8A11ED8FA800301809E817,18252.7436,208135.1181,40.2597
Diatoms,252.2888,252.2888,0.1803,161.2015,161.1716,161.1672,1584.9771,945.3171,3014.4693,0.7254,1795,291,1364,7.5725,4.6615,1000.0000,7.6196,4.8068,1000.0000,0.1452,0.0000,0.2444,0.3229,4.0913,117.0963,0.8798,17.9227,35.8267,17.9227,77.4080,715.1100,10.7603,85.0000,-5.0000,0.0956,0.9128,0.0929,61.5923,5.7240,443,101,36,136.5403,56.2185,1,134.6328,1.0002,0.9998,1.0000,1.1498,0.0000,0.0000,0.0000,45.8113,0.0000,0,0.0000,0.0000,91482.0000,0.7656,0.4997,91786F026A8A11ED8FA800301809E817,3014.4693,24077.9242,6.8913
Diatoms,134.4891,134.4891,0.8756,168.9850,169.3058,169.5063,2247.3261,1115.6136,1173.2603,0.7254,1796,661,1064,7.7048,4.7865,1000.0000,7.7334,4.9106,1000.0000,0.1241,0.8288,0.8182,0.9732,1.2223,49.0827,1.0000,13.0857,14.1655,13.0857,98.6429,715.3290,1.0000,15.0000,-90.0000,0.0000,1.0986,1.0000,14.1969,14.1969,444,42,45,111.7243,15.5961,1,56.7874,0.9981,1.0031,1.0012,1.1570,0.0000,0.0000,0.0000,49.2742,0.0000,0,0.0000,0.0000,44578.0000,0.7768,0.0762,917874156A8A11ED8FA800301809E817,1173.2603,1488.2975,12.6945
Diatoms,87.4833,87.4833,0.9122,160.4737,160.2386,160.0421,1038.6951,579.7185,615.5333,0.7254,1798,386,1291,7.4975,4.5801,1000.0000,7.5630,4.8208,1000.0000,0.2407,0.9288,0.9776,0.9950,1.0229,39.2079,1.0000,10.5540,11.0624,10.5540,58.4706,715.8440,1.0000,20.0000,-60.0000,0.0000,1.0904,1.0000,10.9766,10.9766,445,39,40,145.0140,11.9691,1,43.9062,1.0015,0.9973,0.9988,1.1198,0.0000,0.0000,0.0000,36.9895,0.0000,0,0.0000,0.0000,41329.0000,0.9213,0.0460,91787CE46A8A11ED8FA800301809E817,615.5333,708.8279,9.7929
Diatoms,102.4939,112.3666,0.5161,158.4286,157.9658,157.2764,1823.1766,564.6061,780.5681,0.7254,1809,826,875,7.5071,4.6295,1000.0000,7.5544,4.7769,1000.0000,0.1473,0.5937,0.8156,0.8066,1.2260,47.4948,1.0000,11.4236,13.6416,11.9612,102.1639,720.9540,1.0000,20.0000,-60.0000,0.0000,1.3422,1.0000,13.2408,13.2408,446,41,46,126.2019,17.7723,1,52.9630,1.0029,0.9927,0.9956,1.1151,0.0000,0.0000,0.0000,31.0435,0.0000,0,0.0000,0.0000,40637.0000,0.8908,0.1626,9178A2F16A8A11ED8FA800301809E817,780.5681,1329.1983,7.6167
Diatoms,116.9235,116.9235,0.9367,162.2997,162.1485,161.5882,1233.1645,1011.1603,951.0793,0.7254,1811,802,1262,7.4760,4.5985,1000.0000,7.5177,4.7390,1000.0000,0.1405,0.7797,0.6207,0.9451,1.6110,48.9720,0.9407,12.2013,14.1050,12.2013,104.2466,721.0940,2.6891,-35.0000,80.0000,0.4411,0.6939,0.3719,22.4758,8.3581,447,42,44,111.5574,15.5961,1,61.6678,1.0009,0.9956,0.9965,1.2592,0.0000,0.0000,0.0000,29.0667,0.0000,0,0.0000,0.0000,39826.0000,0.6922,0.1350,9178A9346A8A11ED8FA800301809E817,951.0793,1469.3251,11.9691
Diatoms,141.6672,141.6672,0.3012,146.6731,146.6563,146.5601,1011.4112,826.2137,1268.4341,0.7254,1812,974,11,7.2676,4.4714,1000.0000,7.3612,4.6830,1000.0000,0.2116,0.1366,0.3703,0.4306,2.7003,68.1054,0.8117,13.4304,20.1097,13.4304,83.4653,721.4220,6.3251,-55.0000,30.0000,0.3679,0.7311,0.1581,37.2099,5.8829,448,58,49,103.9591,27.2025,1,86.1856,1.0001,0.9992,0.9993,1.2655,0.0000,0.0000,0.0000,27.6210,0.0000,0,0.0000,0.0000,43247.0000,0.2785,0.3321,9178AC336A8A11ED8FA800301809E817,1268.4341,4258.0955,7.6167
Diatoms,144.6335,144.6335,0.2161,161.1915,161.1229,161.0827,551.1746,4455.2802,1308.4796,0.7254,1816,899,986,7.4861,4.6105,1000.0000,7.5230,4.7390,1000.0000,0.1285,0.0000,0.1286,0.1167,7.7783,127.3965,0.3503,13.5703,39.1112,13.5703,83.5341,722.3750,22.3917,55.0000,-25.0000,0.2242,0.8169,0.0447,70.5979,3.1529,449,95,64,143.4161,57.6693,1,147.5015,1.0004,0.9993,0.9998,1.1578,0.0000,0.0000,0.0000,33.4433,0.0000,0,0.0000,0.0000,60665.0000,0.3937,0.6530,9178B8976A8A11ED8FA800301809E817,1308.4796,31325.6708,12.6945
Diatoms,89.0926,92.7260,0.7328,140.4291,140.0588,139.5225,1254.5952,583.3930,632.5961,0.7254,1817,328,0,7.3389,4.5108,1000.0000,7.4033,4.6697,1000.0000,0.1590,0.7098,0.7529,0.9178,1.3283,43.6713,1.0000,10.6506,12.4124,10.8657,69.3770,722.6100,1.5111,-75.0000,15.0000,0.0000,1.0132,0.6618,15.3932,10.1869,450,36,40,103.7647,15.5961,1,51.1602,1.0026,0.9935,0.9962,1.1715,0.0000,0.0000,0.0000,24.0369,0.0000,0,0.0000,0.0000,29988.0000,0.6199,0.1419,9178BBBC6A8A11ED8FA800301809E817,632.5961,1001.3039,9.7929
Diatoms,339.6431,361.5204,0.0994,163.1204,163.5046,163.6667,2311.8476,884.6673,4708.6666,0.7254,1819,560,1499,7.6728,4.7663,1000.0000,7.7459,4.9106,1000.0000,0.1443,0.0000,0.2118,0.1889,4.7219,153.3803,1.0000,20.7954,47.2921,21.4547,55.4823,724.3600,12.7559,-90.0000,0.0000,0.0732,0.9318,0.0784,78.2403,6.1337,451,125,32,145.2141,72.9027,1,168.7479,0.9976,1.0033,1.0010,1.1002,0.0000,0.0000,0.0000,27.5915,0.0000,0,0.0000,0.0000,125465.0000,0.7758,0.5603,9178C1F06A8A11ED8FA800301809E817,4708.6666,55381.2868,5.4405
Diatoms,428.1157,585.6672,0.0792,158.7256,158.9981,159.0492,4269.6603,1962.1601,6663.5490,0.7254,1823,154,1343,7.5443,4.6569,1000.0000,7.6316,4.8057,1000.0000,0.1488,0.0000,0.2032,0.1417,4.9206,205.2340,0.8796,23.3472,63.7546,27.3074,107.7474,726.3750,13.3838,-85.0000,0.0000,0.0235,0.9770,0.0747,99.1186,7.4058,452,157,37,121.8912,96.8409,1,213.0489,0.9983,1.0020,1.0003,1.0381,0.0000,0.0000,0.0000,19.0140,0.0000,0,0.0000,0.0000,128839.0000,0.4791,0.6338,9178CDF06A8A11ED8FA800301809E817,6663.5490,135685.4247,9.0675
Diatoms,940.2926,1105.7993,0.0698,155.3449,155.3752,155.3350,6359.6471,5776.4500,21689.9385,0.7254,1824,772,388,7.5443,4.6569,1000.0000,7.6316,4.8057,1000.0000,0.1488,0.0000,0.0872,0.1215,11.4743,327.5265,0.7762,34.6008,102.7448,37.5226,50.6172,726.3750,34.0180,80.0000,-5.0000,0.3362,0.7484,0.0294,210.8242,6.1974,453,241,48,133.1939,157.7745,2,434.0433,0.9998,0.9999,0.9997,1.3252,0.0000,0.0000,0.0000,23.9715,0.0000,0,0.0000,0.0000,285035.0000,0.5978,0.6632,9178D0F26A8A11ED8FA800301809E817,21689.9385,567909.0763,10.5183
Diatoms,109.0647,134.4891,0.9495,159.4793,158.8136,158.2189,1830.7161,1146.0702,856.8214,0.7254,1827,625,1559,7.4428,4.5352,1000.0000,7.5570,4.8014,1000.0000,0.2662,0.9090,0.9380,0.9937,1.0661,47.6587,1.0000,11.7841,13.6416,13.0857,47.5313,727.3130,1.0000,-40.0000,-90.0000,0.0000,1.1216,1.0000,13.2590,13.2590,454,42,43,132.0888,14.8707,1,53.0360,1.0042,0.9921,0.9963,1.1128,0.0000,0.0000,0.0000,17.3818,0.0000,0,0.0000,0.0000,44646.0000,0.8631,0.1362,9178D9846A8A11ED8FA800301809E817,856.8214,1329.1983,12.6945
Diatoms,131.1242,131.1242,0.1071,158.4399,158.7366,158.7545,540.3178,234.9023,1129.5043,0.7254,1830,657,710,7.6822,4.7701,1000.0000,7.7514,4.9145,1000.0000,0.1444,0.0000,0.1536,0.1712,6.5116,106.7396,0.8641,12.9210,32.5221,12.9210,56.8363,728.3440,18.4025,-90.0000,0.0000,0.2205,0.8193,0.0543,61.5325,3.3437,455,94,29,151.3274,50.4153,1,129.7523,0.9981,1.0020,1.0001,1.2156,0.0000,0.0000,0.0000,29.1420,0.0000,0,0.0000,0.0000,59169.0000,0.6910,0.6027,9178E2A36A8A11ED8FA800301809E817,1129.5043,18010.8565,3.2643
Diatoms,102.9032,106.5954,0.0975,154.9381,154.9505,154.8762,467.6773,164.6366,785.2491,0.7254,1834,991,348,7.6814,4.7852,1000.0000,7.7499,4.9366,1000.0000,0.1514,0.0000,0.1837,0.1626,5.4443,92.7760,0.8238,11.4464,28.0488,11.6500,79.8385,731.6720,15.0372,-75.0000,20.0000,0.1875,0.8421,0.0665,51.2543,3.4085,456,80,47,119.3034,43.1613,1,109.3255,0.9999,0.9996,0.9995,1.1784,0.0000,0.0000,0.0000,19.4521,0.0000,0,0.0000,0.0000,38535.0000,0.3627,0.5919,9178F0BB6A8A11ED8FA800301809E817,785.2491,11554.2425,3.2643
Diatoms,457.7226,457.7226,0.2253,162.2061,162.5665,162.9072,5470.7165,2862.2539,7366.6037,0.7254,1835,887,688,7.5445,4.6670,1000.0000,7.6380,4.8281,1000.0000,0.1612,0.0000,0.4858,0.4164,2.0584,116.4434,1.0000,24.1411,35.5648,24.1411,81.8951,732.3290,4.2303,-90.0000,0.0000,0.0053,0.9947,0.2364,49.9536,11.8085,457,93,37,108.8885,49.6899,1,123.5242,0.9978,1.0043,1.0021,1.0608,0.0000,0.0000,0.0000,41.2881,0.0000,0,0.0000,0.0000,122064.0000,0.8048,0.3212,9178F3B76A8A11ED8FA800301809E817,7366.6037,23553.6330,9.0675
Diatoms,166.4143,178.9205,0.6162,160.6878,160.9451,161.1899,2123.7452,1867.2095,1614.9149,0.7254,1845,361,1811,7.4614,4.5914,1000.0000,7.5545,4.7730,1000.0000,0.1816,0.3255,0.6372,0.7374,1.5694,72.0165,0.7491,14.5563,21.4598,15.0933,72.7614,735.7040,2.5360,40.0000,-40.0000,0.0000,1.0780,0.3943,25.9080,10.2162,458,54,54,133.1160,27.9279,2,72.2484,0.9984,1.0031,1.0015,1.0032,0.0000,0.0000,0.0000,30.7765,0.0000,0,0.0000,0.0000,63097.0000,0.3830,0.3217,917911A26A8A11ED8FA800301809E817,1614.9149,5174.5501,14.1453
Diatoms,133.2262,139.5522,0.5506,162.9848,162.6414,162.4596,1741.4789,860.2957,1156.7738,0.7254,1848,919,1227,7.5244,4.6421,1000.0000,7.6168,4.8243,1000.0000,0.1821,0.5931,0.6914,0.8238,1.4462,53.6680,0.9988,13.0242,15.4954,13.3298,63.0541,737.4690,2.0575,60.0000,-35.0000,0.0574,0.9457,0.4860,21.0943,10.2525,459,51,40,131.2045,19.9485,1,62.6937,1.0021,0.9968,0.9989,1.1682,0.0000,0.0000,0.0000,26.5842,0.0000,0,0.0000,0.0000,51957.0000,0.6514,0.1595,91791A446A8A11ED8FA800301809E817,1156.7738,1948.0621,9.7929
Diatoms,82.6765,82.6765,0.5117,151.5531,151.9194,152.0513,808.8655,401.6362,565.5061,0.7254,1849,556,142,7.4671,4.5871,1000.0000,7.5755,4.7797,1000.0000,0.1926,0.5364,0.6097,0.7453,1.6402,45.3841,0.9446,10.2600,12.8960,10.2600,100.3810,737.6720,2.7950,-30.0000,55.0000,0.2277,0.8145,0.3578,20.0378,7.1692,460,42,45,107.4139,16.3215,1,54.4138,0.9976,1.0033,1.0009,1.1990,0.0000,0.0000,0.0000,22.2039,0.0000,0,0.0000,0.0000,29324.0000,0.4492,0.2044,91791D2F6A8A11ED8FA800301809E817,565.5061,1122.9585,6.8913
Diatoms,128.1870,148.4558,0.5759,153.7135,153.5391,153.1745,1903.2753,1000.3328,1091.7661,0.7254,1851,598,480,7.5325,4.6494,1000.0000,7.6212,4.8456,1000.0000,0.1963,0.5959,0.6981,0.8342,1.4325,55.1370,0.9774,12.7755,16.1402,13.7484,58.2208,738.7500,2.0003,-70.0000,0.0000,0.0314,0.9695,0.4999,21.3239,10.6604,461,51,41,126.3359,20.6739,1,63.9685,1.0011,0.9965,0.9976,1.1602,0.0000,0.0000,0.0000,26.3094,0.0000,0,0.0000,0.0000,48513.0000,0.7252,0.2085,917923C66A8A11ED8FA800301809E817,1091.7661,2201.5133,11.9691
Diatoms,88.2875,95.5634,0.6217,155.4843,154.4495,153.6098,1400.6759,518.3407,624.0407,0.7254,1856,139,1416,7.7071,4.7847,1000.0000,7.7828,4.9373,1000.0000,0.1526,0.6821,0.8571,0.8801,1.1667,42.9776,1.0000,10.6024,12.1908,11.0306,39.0169,741.0470,1.0000,5.0000,-90.0000,0.0000,1.2263,1.0000,12.1269,12.1269,462,36,44,152.4111,14.8707,1,48.5075,1.0067,0.9879,0.9946,1.1287,0.0000,0.0000,0.0000,26.8832,0.0000,0,0.0000,0.0000,43742.0000,0.6644,0.1303,9179333C6A8A11ED8FA800301809E817,624.0407,948.6148,8.3421
Diatoms,109.8892,109.8892,0.1115,163.2853,163.3206,163.4353,526.2238,155.7426,866.5553,0.7254,1861,777,1257,7.7142,4.7777,1000.0000,7.7864,4.9353,1000.0000,0.1576,0.0000,0.2118,0.2049,4.7222,88.7058,0.9091,11.8286,26.7189,11.8286,66.0148,743.5790,12.7568,-90.0000,0.0000,0.1454,0.8731,0.0784,47.7735,3.7450,463,82,29,159.2794,41.7105,1,103.0370,0.9998,1.0009,1.0007,1.1616,0.0000,0.0000,0.0000,33.2891,0.0000,0,0.0000,0.0000,54155.0000,0.6338,0.5573,91794C4B6A8A11ED8FA800301809E817,866.5553,9987.4437,3.2643
Diatoms,106.1845,111.1271,0.7586,157.2205,156.9426,156.6888,1308.6994,830.5618,823.1053,0.7254,1862,400,1148,7.6533,4.7201,1000.0000,7.7311,4.9095,1000.0000,0.1894,0.6950,0.6845,0.9017,1.4610,48.0832,0.9744,11.6275,13.8028,11.8950,53.0435,744.1880,2.1176,20.0000,-85.0000,0.2535,0.7978,0.4722,19.5501,9.2321,464,41,44,138.8640,15.5961,1,57.5644,1.0018,0.9966,0.9984,1.1972,0.0000,0.0000,0.0000,23.9111,0.0000,0,0.0000,0.0000,45964.0000,0.5695,0.1576,917951DB6A8A11ED8FA800301809E817,823.1053,1376.8781,11.2437
Diatoms,79.8879,79.8879,0.7138,161.9925,161.8383,161.6090,1244.3906,438.7679,537.1377,0.7254,1870,620,1756,7.4061,4.5365,1000.0000,7.5042,4.7457,1000.0000,0.2092,0.7577,0.8089,0.9274,1.2363,39.9893,1.0000,10.0855,11.3848,10.0855,47.2143,746.5320,1.0000,-90.0000,15.0000,0.0000,1.1511,1.0000,11.6580,11.6580,465,43,37,149.4511,13.4199,1,46.6318,1.0010,0.9976,0.9986,1.1661,0.0000,0.0000,0.0000,26.9854,0.0000,0,0.0000,0.0000,39754.0000,0.8157,0.1141,917976816A8A11ED8FA800301809E817,537.1377,772.6256,8.3421
Diatoms,90.3019,90.3019,0.0756,162.7260,162.8151,163.2295,311.4632,132.4270,645.5189,0.7254,1871,437,1599,7.4182,4.5510,1000.0000,7.5541,4.7962,1000.0000,0.2452,0.0000,0.1251,0.1186,7.9927,109.3089,0.7584,10.7227,33.2878,10.7227,68.5949,746.7190,23.0664,-80.0000,5.0000,0.1166,0.8956,0.0434,59.5332,2.5809,466,97,31,135.9897,53.3169,1,124.2283,0.9995,1.0031,1.0025,1.1365,0.0000,0.0000,0.0000,23.5505,0.0000,0,0.0000,0.0000,39709.0000,0.2244,0.6779,91797B336A8A11ED8FA800301809E817,645.5189,19313.1851,2.9016
Diatoms,125.2566,125.2566,0.6200,162.4854,161.2626,159.8806,2176.7328,779.5444,1054.5441,0.7254,1872,930,1661,7.6443,4.7279,1000.0000,7.7217,4.8785,1000.0000,0.1506,0.6841,0.7897,0.8828,1.2664,49.0006,1.0000,12.6286,14.1050,12.6286,85.2857,747.5320,1.0000,-45.0000,70.0000,0.0000,1.2136,1.0000,14.0466,14.0466,467,39,47,127.5385,17.0469,1,56.1865,1.0076,0.9840,0.9914,1.1466,0.0000,0.0000,0.0000,37.6899,0.0000,0,0.0000,0.0000,48082.0000,0.8375,0.1047,91797EF96A8A11ED8FA800301809E817,1054.5441,1469.3251,9.7929
Diatoms,156.5560,160.4069,0.4660,165.1973,165.5831,166.0488,2415.4159,945.7056,1473.5624,0.7254,1873,597,1260,7.4455,4.5651,1000.0000,7.5426,4.8072,1000.0000,0.2421,0.4913,0.7540,0.7439,1.3262,58.6723,1.0000,14.1185,17.1678,14.2911,102.6265,747.8290,1.4995,-70.0000,-5.0000,0.0000,1.1232,0.6669,19.0513,12.7054,468,52,37,117.2350,21.3993,1,63.5134,0.9977,1.0052,1.0028,1.0825,0.0000,0.0000,0.0000,27.8786,0.0000,0,0.0000,0.0000,52873.0000,0.8528,0.1776,9179844C6A8A11ED8FA800301809E817,1473.5624,2649.3697,8.3421
